code,current,name,name_short,name_tv,gender,function,country_code,country,country_long,nationality,nationality_long,nationality_code,height,weight,disciplines,events,birth_date,birth_place,birth_country,residence_place,residence_country
1979019,TRUE,IVANCHENKO Alena,IVANCHENKO A,Alena IVANCHENKO,Female,Athlete,AIN,AIN,AIN,Russian Federation,Russian Federation,RUS,0,0,['Cycling Road'],"[""Women's Road Race""]",16-Nov-2003,Unknown,Unknown,Unknown,Unknown
1979050,TRUE,SYRITSA Gleb,SYRITSA G,Gleb SYRITSA,Male,Athlete,AIN,AIN,AIN,Russian Federation,Russian Federation,RUS,0,0,['Cycling Road'],"[""Men's Road Race"", ""Men's Individual Time Trial""]",14-Apr-2000,Unknown,Unknown,Unknown,Unknown
1979109,TRUE,KOROVASHKOV Alexey,KOROVASHKOV A,Alexey KOROVASHKOV,Male,Athlete,AIN,AIN,AIN,Russian Federation,Russian Federation,RUS,0,0,['Canoe Sprint'],"[""Men's Canoe Double 500m""]",01-Apr-1992,STEPNOHIRSK,Ukraine,VLADIVOSTOK,Russian Federation
1979110,TRUE,PETROV Zakhar,PETROV Z,Zakhar PETROV,Male,Athlete,AIN,AIN,AIN,Russian Federation,Russian Federation,RUS,0,0,['Canoe Sprint'],"[""Men's Canoe Single 1000m"", ""Men's Canoe Double 500m""]",13-May-2002,LASHMA,Russian Federation,RYAZAN,Russian Federation
1979114,TRUE,ROMASENKO Olesia,ROMASENKO O,Olesia ROMASENKO,Female,Athlete,AIN,AIN,AIN,Russian Federation,Russian Federation,RUS,0,0,['Canoe Sprint'],"[""Women's Canoe Single 200m""]",12-Jan-1990,KRASNODAR,Russian Federation,KRASNODAR,Russian Federation
1979168,TRUE,MAHER Ben,MAHER B,Ben MAHER,Male,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,0,0,['Equestrian'],"['Jumping Individual', 'Jumping Team']",30-Jan-1983,ENFIELD,Great Britain,BISHOP'S STORTFORD,Great Britain
1979597,TRUE,CESARINI Giorgia,CESARINI G,Giorgia CESARINI,Female,Athlete,SMR,San Marino,San Marino,San Marino,San Marino,SMR,0,0,['Archery'],"[""Women's Individual""]",12-Aug-2002,Unknown,Unknown,Unknown,Unknown
1979680,TRUE,NAJAFOV Yashar,NAJAFOV Y,Yashar NAJAFOV,Male,Athlete,AZE,Azerbaijan,Azerbaijan,Azerbaijan,Azerbaijan,AZE,0,0,['Judo'],['Men -66 kg'],09-Jun-1999,ARXANGELSK,Azerbaijan,BAKU,Azerbaijan
1979712,TRUE,VESNINA Elena,VESNINA E,Elena VESNINA,Female,Athlete,AIN,AIN,AIN,Russian Federation,Russian Federation,RUS,176,0,['Tennis'],"[""Women's Doubles""]",01-Aug-1986,LVIV,Ukraine,MOSCOW,Russian Federation
1979715,TRUE,KOTOV Pavel,KOTOV P,Pavel KOTOV,Male,Athlete,AIN,AIN,AIN,Russian Federation,Russian Federation,RUS,191,0,['Tennis'],"[""Men's Singles""]",18-Nov-1998,MOSCOW,Russian Federation,Unknown,Unknown
1979718,TRUE,SAFIULLIN Roman,SAFIULLIN R,Roman SAFIULLIN,Male,Athlete,AIN,AIN,AIN,Russian Federation,Russian Federation,RUS,185,0,['Tennis'],"[""Men's Doubles"", ""Men's Singles""]",07-Aug-1997,PODOLSK,Russian Federation,Unknown,Unknown
1979721,TRUE,ALEXANDROVA Ekaterina,ALEXANDROVA E,Ekaterina ALEXANDROVA,Female,Athlete,AIN,AIN,AIN,Russian Federation,Russian Federation,RUS,175,0,['Tennis'],"[""Women's Doubles"", ""Women's Singles""]",15-Nov-1994,CHELYABINSK,Russian Federation,PRAGUE,Czechia
1979732,TRUE,SHNAIDER Diana,SHNAIDER D,Diana SHNAIDER,Female,Athlete,AIN,AIN,AIN,Russian Federation,Russian Federation,RUS,175,0,['Tennis'],"[""Women's Doubles"", ""Women's Singles""]",02-Apr-2004,MOSCOW,Russian Federation,Unknown,Unknown
1979734,TRUE,ANDREEVA Mirra,ANDREEVA M,Mirra ANDREEVA,Female,Athlete,AIN,AIN,AIN,Russian Federation,Russian Federation,RUS,171,0,['Tennis'],"[""Women's Doubles"", ""Women's Singles"", 'Mixed Doubles']",29-Apr-2007,KRASNOYARSK,Russian Federation,CANNES,France
1979738,TRUE,MEDVEDEV Daniil,MEDVEDEV D,Daniil MEDVEDEV,Male,Athlete,AIN,AIN,AIN,Russian Federation,Russian Federation,RUS,198,0,['Tennis'],"[""Men's Doubles"", ""Men's Singles"", 'Mixed Doubles']",11-Feb-1996,MOSCOW,Russian Federation,MONTE CARLO,Monaco
1979817,TRUE,MARCIAL Eumir Felix,MARCIAL EF,Eumir Felix MARCIAL,Male,Athlete,PHI,Philippines,Philippines,Philippines,Philippines,PHI,180,0,['Boxing'],"[""Men's 80kg""]",29-Oct-1995,ZAMBOANGA,Philippines,ZAMBOANGA,Philippines
1979870,TRUE,VILLEGAS Aira,VILLEGAS A,Aira VILLEGAS,Female,Athlete,PHI,Philippines,Philippines,Philippines,Philippines,PHI,158,0,['Boxing'],"[""Women's 50kg""]",01-Aug-1995,TACLOBAN CITY,Philippines,TACLOBAN CITY,Philippines
1979881,TRUE,PAALAM Carlo,PAALAM C,Carlo PAALAM,Male,Athlete,PHI,Philippines,Philippines,Philippines,Philippines,PHI,163,0,['Boxing'],"[""Men's 57kg""]",16-Jul-1998,CAGAYAN DE ORO,Philippines,CAGAYAN DE ORO,Philippines
1979904,TRUE,PETECIO Nesthy,PETECIO N,Nesthy PETECIO,Female,Athlete,PHI,Philippines,Philippines,Philippines,Philippines,PHI,158,0,['Boxing'],"[""Women's 57kg""]",11-Apr-1992,DAVAO,Philippines,BAGUIO,Philippines
1979929,TRUE,BACYADAN Hergie,BACYADAN H,Hergie BACYADAN,Female,Athlete,PHI,Philippines,Philippines,Philippines,Philippines,PHI,168,0,['Boxing'],"[""Women's 75kg""]",04-Nov-1994,Unknown,Philippines,Unknown,Philippines
1980008,TRUE,SHRESTHA PRADHAN Manita,SHRESTHA PRADHAN M,Manita SHRESTHA PRADHAN,Female,Athlete,NEP,Nepal,Nepal,Nepal,Nepal,NEP,0,0,['Judo'],['Women -57 kg'],01-Jun-1999,PANCHTHAR,Nepal,KATHMANDU,Nepal
1980033,TRUE,CHACON Mariandree,CHACON M,Mariandree CHACON,Female,Athlete,GUA,Guatemala,Guatemala,Guatemala,Guatemala,GUA,171,0,['Athletics'],"[""Women's 100m""]",06-Nov-2004,HUITE,Guatemala,"JACKSONVILLE, FL",United States
1980109,TRUE,JAMES-KING Malik,JAMES-KING M,Malik JAMES-KING,Male,Athlete,JAM,Jamaica,Jamaica,Jamaica,Jamaica,JAM,175,0,['Athletics'],"[""Men's 400m Hurdles""]",28-Jun-1999,Unknown,Jamaica,KINGSTON,Jamaica
1980115,TRUE,KIM Mi Rae,KIM MR,KIM Mi Rae,Female,Athlete,PRK,DPR Korea,Democratic People's Republic of Korea,DPR Korea,Democratic People's Republic of Korea,PRK,0,0,['Diving'],"[""Women's 10m Platform"", ""Women's Synchronised 10m Platform""]",07-Apr-2001,Unknown,Unknown,Unknown,DPR Korea
1980116,TRUE,JO Jin Mi,JO JM,JO Jin Mi,Female,Athlete,PRK,DPR Korea,Democratic People's Republic of Korea,DPR Korea,Democratic People's Republic of Korea,PRK,0,0,['Diving'],"[""Women's Synchronised 10m Platform""]",15-Nov-2004,Unknown,DPR Korea,Unknown,DPR Korea
1980119,TRUE,IM Yong Myong,IM YM,IM Yong Myong,Male,Athlete,PRK,DPR Korea,Democratic People's Republic of Korea,DPR Korea,Democratic People's Republic of Korea,PRK,0,0,['Diving'],"[""Men's 10m Platform""]",05-Jan-2002,Unknown,Unknown,Unknown,Unknown
1980122,TRUE,HAN Il Ryong,HAN IR,HAN Il Ryong,Male,Athlete,PRK,DPR Korea,Democratic People's Republic of Korea,DPR Korea,Democratic People's Republic of Korea,PRK,158,0,['Athletics'],"[""Men's Marathon""]",29-Apr-2000,Unknown,DPR Korea,Unknown,DPR Korea
1980125,TRUE,PANG Cholmi,PANG C,PANG Cholmi,Female,Athlete,PRK,DPR Korea,Democratic People's Republic of Korea,DPR Korea,Democratic People's Republic of Korea,PRK,167,0,['Boxing'],"[""Women's 54kg""]",26-Aug-1994,CHONGJU,DPR Korea,CHONGJU,DPR Korea
1980126,TRUE,WON Ungyong,WON U,WON Ungyong,Female,Athlete,PRK,DPR Korea,Democratic People's Republic of Korea,DPR Korea,Democratic People's Republic of Korea,PRK,165,0,['Boxing'],"[""Women's 60kg""]",09-Dec-2000,Unknown,DPR Korea,Unknown,DPR Korea
1980135,TRUE,AN Chang Ok,AN CO,AN Chang Ok,Female,Athlete,PRK,DPR Korea,Democratic People's Republic of Korea,DPR Korea,Democratic People's Republic of Korea,PRK,0,0,['Artistic Gymnastics'],"['Women', ""Women's Floor Exercise"", ""Women's Uneven Bars"", ""Women's Vault""]",23-Apr-2003,PYONGYANG,DPR Korea,Unknown,DPR Korea
1980140,TRUE,MUN Song Hui,MUN SH,MUN Song Hui,Female,Athlete,PRK,DPR Korea,Democratic People's Republic of Korea,DPR Korea,Democratic People's Republic of Korea,PRK,0,0,['Judo'],['Women -70 kg'],09-Jan-2002,Unknown,DPR Korea,Unknown,DPR Korea
1980141,TRUE,PYON Song Gyong,PYON SG,PYON Song Gyong,Female,Athlete,PRK,DPR Korea,Democratic People's Republic of Korea,DPR Korea,Democratic People's Republic of Korea,PRK,0,0,['Table Tennis'],"[""Women's Singles""]",24-Jun-2001,Unknown,Unknown,Unknown,Unknown
1980142,TRUE,KIM Kum Yong,KIM KY,KIM Kum Yong,Female,Athlete,PRK,DPR Korea,Democratic People's Republic of Korea,DPR Korea,Democratic People's Republic of Korea,PRK,0,0,['Table Tennis'],['Mixed Doubles'],17-Aug-2001,Unknown,Unknown,Unknown,Unknown
1980143,TRUE,RI Jong Sik,RI JS,RI Jong Sik,Male,Athlete,PRK,DPR Korea,Democratic People's Republic of Korea,DPR Korea,Democratic People's Republic of Korea,PRK,0,0,['Table Tennis'],['Mixed Doubles'],14-Feb-2000,Unknown,Unknown,Unknown,Unknown
1980149,TRUE,CHOE Hyo Gyong,CHOE HG,CHOE Hyo Gyong,Female,Athlete,PRK,DPR Korea,Democratic People's Republic of Korea,DPR Korea,Democratic People's Republic of Korea,PRK,0,0,['Wrestling'],"[""Women's Freestyle 53kg""]",10-May-2000,Unknown,Unknown,Unknown,Unknown
1980152,TRUE,PAK Sol Gum,PAK SG,PAK Sol Gum,Female,Athlete,PRK,DPR Korea,Democratic People's Republic of Korea,DPR Korea,Democratic People's Republic of Korea,PRK,0,0,['Wrestling'],"[""Women's Freestyle 68kg""]",02-Nov-2005,Unknown,Unknown,Unknown,Unknown
1980153,TRUE,RI Se Ung,RI SU,RI Se Ung,Male,Athlete,PRK,DPR Korea,Democratic People's Republic of Korea,DPR Korea,Democratic People's Republic of Korea,PRK,0,0,['Wrestling'],"[""Men's Greco-Roman 60kg""]",22-Dec-1998,Unknown,Unknown,Unknown,Unknown
1980161,TRUE,THOMPSON Kishane,THOMPSON K,Kishane THOMPSON,Male,Athlete,JAM,Jamaica,Jamaica,Jamaica,Jamaica,JAM,185,0,['Athletics'],"[""Men's 100m"", ""Men's 4 x 100m Relay""]",17-Jul-2001,Unknown,Jamaica,KINGSTON,Jamaica
1980201,TRUE,BLADTCEVA Anzhela,BLADTCEVA A,Anzhela BLADTCEVA,Female,Athlete,AIN,AIN,AIN,Russian Federation,Russian Federation,RUS,0,0,['Trampoline Gymnastics'],['Women'],23-Jul-2005,ST. PETERSBURG,Russian Federation,ST. PETERSBURG,Russian Federation
1980226,TRUE,MORIS Lucia,MORIS L,Lucia MORIS,Female,Athlete,SSD,South Sudan,South Sudan,South Sudan,South Sudan,SSD,182,0,['Athletics'],"[""Women's 100m""]",23-Mar-2001,Unknown,Sudan,NAIROBI,Kenya
1980230,TRUE,MANIZABAYO Eric,MANIZABAYO E,Eric MANIZABAYO,Male,Athlete,RWA,Rwanda,Rwanda,Rwanda,Rwanda,RWA,0,0,['Cycling Road'],"[""Men's Road Race""]",28-Aug-1997,JENDA,Rwanda,KIGALI,Rwanda
1980244,TRUE,CISSET Mohamed,CISSET M,Mohamed CISSET,Male,Athlete,MLI,Mali,Mali,Canada,Canada,CAN,184,0,['Football'],['Men'],25-Aug-2004,"MONTREAL, QC",Canada,Unknown,United States
1980454,TRUE,INGABIRE Diane,INGABIRE D,Diane INGABIRE,Female,Athlete,RWA,Rwanda,Rwanda,Rwanda,Rwanda,RWA,0,0,['Cycling Road'],"[""Women's Road Race"", ""Women's Individual Time Trial""]",17-Jul-2001,Unknown,Unknown,GIRONA,Spain
1980471,TRUE,GUEM Abraham,GUEM A,Abraham GUEM,Male,Athlete,SSD,South Sudan,South Sudan,South Sudan,South Sudan,SSD,190,0,['Athletics'],"[""Men's 800m""]",29-Apr-1999,Unknown,Unknown,SETAGAYA,Japan
1980485,TRUE,SAGAIPOV Caramnob,SAGAIPOV C,Caramnob SAGAIPOV,Male,Athlete,LBN,Lebanon,Lebanon,Lebanon,Lebanon,LBN,0,0,['Judo'],['Men -90 kg'],01-Jan-1997,GROZNY,Russian Federation,CHIRI-YURT,Lebanon
1980513,TRUE,KISSA Stephen,KISSA S,Stephen KISSA,Male,Athlete,UGA,Uganda,Uganda,Uganda,Uganda,UGA,0,0,['Athletics'],"[""Men's Marathon""]",01-Dec-1988,KAPCHORWA,Uganda,KAPCHORWA,Uganda
1980555,TRUE,KWEMOI Andrew Rotich,KWEMOI AR,Andrew Rotich KWEMOI,Male,Athlete,UGA,Uganda,Uganda,Uganda,Uganda,UGA,169,0,['Athletics'],"[""Men's Marathon""]",01-Sep-2000,Unknown,Unknown,Unknown,Unknown
1980587,TRUE,FUSEINI Ibrahim,FUSEINI I,Ibrahim FUSEINI,Male,Athlete,GHA,Ghana,Ghana,Ghana,Ghana,GHA,168,0,['Athletics'],"[""Men's 4 x 100m Relay""]",24-Nov-2002,Unknown,Unknown,Unknown,Unknown
1980700,TRUE,VALZONIS Megan,VALZONIS M,Megan VALZONIS,Female,Athlete,USA,United States,United States of America,United States,United States of America,USA,0,0,['Hockey'],['Women'],05-Mar-1999,Unknown,United States,"SAN DIEGO, CA",United States
1980754,TRUE,CHELIMO Oscar,CHELIMO O,Oscar CHELIMO,Male,Athlete,UGA,Uganda,Uganda,Uganda,Uganda,UGA,178,0,['Athletics'],"[""Men's 5000m""]",12-Dec-2001,KWEEN DISTRICT,Uganda,Unknown,Unknown
1980759,TRUE,BOTSIO Isaac,BOTSIO I,Isaac BOTSIO,Male,Athlete,GHA,Ghana,Ghana,Ghana,Ghana,GHA,173,0,['Athletics'],"[""Men's 4 x 100m Relay""]",11-Dec-1999,SEKONDI-TAKORADI,Ghana,"CANYON, TX",United States
1980783,TRUE,SAMINU Abdul-Rasheed,SAMINU AR,Abdul-Rasheed SAMINU,Male,Athlete,GHA,Ghana,Ghana,Ghana,Ghana,GHA,175,0,['Athletics'],"[""Men's 100m"", ""Men's 4 x 100m Relay""]",06-Oct-1997,"WULENSI, NANUMBA",Ghana,"TAMPA, FL",United States
1980789,TRUE,CHEMUTAI Leonard,CHEMUTAI L,Leonard CHEMUTAI,Male,Athlete,UGA,Uganda,Uganda,Uganda,Uganda,UGA,164,0,['Athletics'],"[""Men's 3000m Steeplechase""]",05-May-2003,Unknown,Unknown,KAPCHORWA,Uganda
1980815,TRUE,VLAH Aleks,VLAH A,Aleks VLAH,Male,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,192,0,['Handball'],['Men'],22-Jul-1997,IZOLA,Slovenia,AALBORG,Denmark
1980818,TRUE,PAJENK Alen,PAJENK A,PAJENK,Male,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,203,0,['Volleyball'],['Men'],23-Apr-1986,MARIBOR,Slovenia,Unknown,Unknown
1980822,TRUE,VARAGIC Alja,VARAGIC A,Alja VARAGIC,Female,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,185,0,['Handball'],['Women'],11-Dec-1990,CELJE,Yugoslavia,KRIM,Slovenia
1980825,TRUE,PANDZIC Amra,PANDZIC A,Amra PANDZIC,Female,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,178,0,['Handball'],['Women'],20-Sep-1989,LJUBLJANA,Slovenia,BAIA MARE,Romania
1980826,TRUE,ABINA Ana,ABINA A,Ana ABINA,Female,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,178,0,['Handball'],['Women'],30-Jul-1997,LJUBLJANA,Slovenia,AJDOVSCINA,Slovenia
1980827,TRUE,BELAC Ana,BELAC A,Ana BELAC,Female,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,164,0,['Golf'],"[""Women's Individual Stroke Play""]",28-Jan-1997,KRANJ,Slovenia,Unknown,Unknown
1980829,TRUE,GROS Ana,GROS A,Ana GROS,Female,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,186,0,['Handball'],['Women'],21-Jan-1991,SLOVENJ GRADEC,Slovenia,GYOR,Hungary
1980833,TRUE,LESKI Andreja,LESKI A,Andreja LESKI,Female,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,0,0,['Judo'],['Women -63 kg'],08-Jan-1997,KOPER,Slovenia,KOPER,Slovenia
1980835,TRUE,HORVAT Anita,HORVAT A,Anita HORVAT,Female,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,174,0,['Athletics'],"[""Women's 800m""]",07-Sep-1996,LJUBLJANA,Slovenia,TRBNJE,Slovenia
1980838,TRUE,POGACNIK Anka,POGACNIK A,Anka POGACNIK,Female,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,0,0,['Judo'],['Women -70 kg'],23-Dec-1991,KRANJ,Slovenia,KRANJ,Slovenia
1980847,TRUE,LAZOVIC Barbara,LAZOVIC B,Barbara LAZOVIC,Female,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,183,0,['Handball'],['Women'],04-Jan-1988,BREZICE,Yugoslavia,KRIM,Slovenia
1980848,TRUE,SAVSEK Benjamin,SAVSEK B,Benjamin SAVSEK,Male,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,0,0,['Canoe Slalom'],"[""Men's Canoe Single"", ""Men's Kayak Cross""]",24-Mar-1987,LJUBLJANA,Slovenia,LJUBLJANA,Slovenia
1980851,TRUE,BLAGOTINSEK Blaz,BLAGOTINSEK B,Blaz BLAGOTINSEK,Male,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,205,0,['Handball'],['Men'],17-Jan-1994,CELJE,Slovenia,FLENSBURG,Germany
1980852,TRUE,JANC Blaz,JANC B,Blaz JANC,Male,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,186,0,['Handball'],['Men'],20-Nov-1996,BREZICE,Slovenia,BARCELONA,Spain
1980857,TRUE,MACKOVSEK Borut,MACKOVSEK B,Borut MACKOVSEK,Male,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,203,0,['Handball'],['Men'],11-Sep-1992,KOPER,Slovenia,SZEGED,Hungary
1980863,TRUE,JORGIC Darko,JORGIC D,Darko JORGIC,Male,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,0,0,['Table Tennis'],"[""Men's Singles"", ""Men's Team""]",30-Jul-1998,TRBOVLJE,Slovenia,Unknown,Germany
1980864,TRUE,BOMBAC Dean,BOMBAC D,Dean BOMBAC,Male,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,189,0,['Handball'],['Men'],04-Apr-1989,KOPER,Yugoslavia,SZEGED,Hungary
1980865,TRUE,VINCIC Dejan,VINCIC D,VINCIC,Male,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,200,0,['Volleyball'],['Men'],15-Sep-1986,VELENJE,Slovenia,Unknown,Unknown
1980867,TRUE,KOZUL Deni,KOZUL D,Deni KOZUL,Male,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,0,0,['Table Tennis'],"[""Men's Singles"", ""Men's Team""]",18-Mar-1997,Unknown,Unknown,Unknown,Unknown
1980870,TRUE,DAJIC Dijana,DAJIC D,Dijana DAJIC,Female,Alternate Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,183,0,['Handball'],['Women'],03-Oct-2004,LJUBLJANA,Slovenia,LJUBLJANA,Slovenia
1980872,TRUE,NOVAK Domen,NOVAK D,Domen NOVAK,Male,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,0,0,['Cycling Road'],"[""Men's Road Race""]",12-Jul-1995,Unknown,Unknown,Unknown,Unknown
1980873,TRUE,NOVAK Domen,NOVAK D,Domen NOVAK,Male,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,182,0,['Handball'],['Men'],26-Apr-1998,LJUBLJANA,Slovenia,WETZLAR,Germany
1980875,TRUE,VEDENEEVA Ekaterina,VEDENEEVA E,Ekaterina VEDENEEVA,Female,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,0,0,['Rhythmic Gymnastics'],['Individual All-Around'],23-Jun-1994,IRKUTSK,Russian Federation,LJUBLJANA,Slovenia
1980877,TRUE,OMOREGIE Elizabeth,OMOREGIE E,Elizabeth OMOREGIE,Female,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,177,0,['Handball'],['Women'],29-Dec-1996,ATHENS,Greece,Unknown,Unknown
1980879,TRUE,ABINA Ema,ABINA E,Ema ABINA,Female,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,171,0,['Handball'],['Women'],18-Feb-1999,LJUBLJANA,Slovenia,KRIM,Slovenia
1980880,TRUE,HRVATIN Ema,HRVATIN E,Ema HRVATIN,Female,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,178,0,['Handball'],['Women'],04-Jan-2000,IZOLA,Slovenia,ZWICKAU,Germany
1980882,TRUE,MARINIC Enej,MARINIC E,Enej MARINIC,Male,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,0,0,['Judo'],['Men +100 kg'],31-Jul-1998,MARIBOR,Slovenia,MARIBOR,Slovenia
1980884,TRUE,BUJAK Eugenia,BUJAK E,Eugenia BUJAK,Female,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,0,0,['Cycling Road'],"[""Women's Road Race"", ""Women's Individual Time Trial""]",25-Jun-1989,LENTVARIS,Lithuania,SOSNOWIEC,Poland
1980886,TRUE,TERCELJ Eva,TERCELJ E,Eva TERCELJ,Female,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,0,0,['Canoe Slalom'],"[""Women's Kayak Single"", ""Women's Kayak Cross""]",21-Jan-1992,LJUBLJANA,Slovenia,LJUBLJANA,Slovenia
1980887,TRUE,HOCEVAR Eva Alina,HOCEVAR EA,Eva Alina HOCEVAR,Female,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,0,0,['Canoe Slalom'],"[""Women's Canoe Single"", ""Women's Kayak Cross""]",27-Mar-2002,Unknown,Slovenia,Unknown,Unknown
1980900,TRUE,ROPRET Gregor,ROPRET G,ROPRET,Male,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,192,0,['Volleyball'],['Men'],01-Mar-1989,LJUBLJANA,Slovenia,Unknown,Unknown
1980902,TRUE,ZVEGELJ Isak Ivan,ZVEGELJ II,Isak Ivan ZVEGELJ,Male,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,0,0,['Rowing'],"[""Men's Single Sculls""]",03-Jul-2000,Unknown,Unknown,BLED,Slovenia
1980935,TRUE,THORPE Isabelle,THORPE I,Isabelle THORPE,Female,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,0,0,['Artistic Swimming'],['Duet'],04-Mar-2001,BRISTOL,Great Britain,BRISTOL,Great Britain
1981010,TRUE,CHESANG Stella,CHESANG S,Stella CHESANG,Female,Athlete,UGA,Uganda,Uganda,Uganda,Uganda,UGA,160,0,['Athletics'],"[""Women's Marathon""]",01-Dec-1996,SERERE VILLAGE,Uganda,ITEN,Kenya
1981039,TRUE,COETZEE Miranda Charlene,COETZEE MC,Miranda Charlene COETZEE,Female,Athlete,RSA,South Africa,South Africa,South Africa,South Africa,RSA,166,0,['Athletics'],"[""Women's 400m""]",14-Nov-1997,Unknown,South Africa,Unknown,South Africa
1981046,TRUE,CHEPTEGEI Rebecca,CHEPTEGEI R,Rebecca CHEPTEGEI,Female,Athlete,UGA,Uganda,Uganda,Uganda,Uganda,UGA,166,0,['Athletics'],"[""Women's Marathon""]",22-Feb-1991,Unknown,Uganda,Unknown,Uganda
1981054,TRUE,WILDSCHUTT Adriaan,WILDSCHUTT A,Adriaan WILDSCHUTT,Male,Athlete,RSA,South Africa,South Africa,South Africa,South Africa,RSA,165,0,['Athletics'],"[""Men's 10,000m""]",03-May-1998,"CERES, WESTERN CAPE",South Africa,"FLAGSTAFF, AZ",United States
1981055,TRUE,SIMBINE Akani,SIMBINE A,Akani SIMBINE,Male,Athlete,RSA,South Africa,South Africa,South Africa,South Africa,RSA,176,0,['Athletics'],"[""Men's 100m"", ""Men's 4 x 100m Relay""]",21-Sep-1993,"KEMPTON PARK, GAUTENG",South Africa,JOHANNESBURG,South Africa
1981058,TRUE,DAMBILE Sinesipho,DAMBILE S,Sinesipho DAMBILE,Male,Athlete,RSA,South Africa,South Africa,South Africa,South Africa,RSA,193,0,['Athletics'],"[""Men's 4 x 100m Relay""]",02-Mar-2002,DIMBAZA,South Africa,Unknown,South Africa
1981059,TRUE,MASWANGANYI Shaun,MASWANGANYI S,Shaun MASWANGANYI,Male,Athlete,RSA,South Africa,South Africa,South Africa,South Africa,RSA,185,0,['Athletics'],"[""Men's 100m"", ""Men's 200m"", ""Men's 4 x 100m Relay""]",01-Feb-2001,JOHANNESBURG,South Africa,"HOUSTON, TX",United States
1981060,TRUE,RICHARDSON Benjamin,RICHARDSON B,Benjamin RICHARDSON,Male,Athlete,RSA,South Africa,South Africa,South Africa,South Africa,RSA,190,0,['Athletics'],"[""Men's 100m"", ""Men's 200m""]",19-Dec-2003,Unknown,Ireland,POTCHEFSTROOM,South Africa
1981061,TRUE,van NIEKERK Wayde,van NIEKERK W,Wayde van NIEKERK,Male,Athlete,RSA,South Africa,South Africa,South Africa,South Africa,RSA,183,0,['Athletics'],"[""Men's 200m""]",15-Jul-1992,CAPE TOWN,South Africa,FLORIDA,United States
1981066,TRUE,NENE Zakithi,NENE Z,Zakithi NENE,Male,Athlete,RSA,South Africa,South Africa,South Africa,South Africa,RSA,180,0,['Athletics'],"[""Men's 400m"", ""Men's 4 x 400m Relay""]",02-Apr-1998,LADYSMITH,South Africa,DURBAN,South Africa
1981067,TRUE,PILLAY Lythe,PILLAY L,Lythe PILLAY,Male,Athlete,RSA,South Africa,South Africa,South Africa,South Africa,RSA,187,0,['Athletics'],"[""Men's 400m"", ""Men's 4 x 400m Relay""]",25-Feb-2003,BENONI,South Africa,JOHANNESBURG,South Africa
1981068,TRUE,MOKOKA Stephen,MOKOKA S,Stephen MOKOKA,Male,Athlete,RSA,South Africa,South Africa,South Africa,South Africa,RSA,157,0,['Athletics'],"[""Men's Marathon""]",31-Jan-1985,"MAHIKENG, NORTH WEST",South Africa,PRETORIA,South Africa
